parameter,lbci,posterior.median,ubci
"psi[51,46]",0.058989956,0.281034553,0.722553257
"psi[51,47]",0.150626302,0.630430884,0.997603417
"psi[51,48]",0.212720406,0.640300497,0.991158433
"psi[51,49]",0.149574431,0.640631595,0.985226627
"psi[51,5]",0,0.1,0.264326982
"psi[51,50]",0.078720087,0.492121423,0.826367878
"psi[51,6]",0.001029876,0.16878413,0.417108263
"psi[51,7]",0.012559608,0.238240539,0.585286946
"psi[51,8]",0,0.035909746,0.367776806
"psi[51,9]",0.05341806,0.27524421,0.702868371
"psi[52,1]",0.000929655,0.06409257,0.386393566
"psi[52,10]",0.001693142,0.055129895,0.295867212
"psi[52,11]",0.003182262,0.067843015,0.438075429
"psi[52,12]",0.007466529,0.074815991,0.443874222
"psi[52,13]",0.006708743,0.074316334,0.25306588
"psi[52,14]",0.004086443,0.060179335,0.419069555
"psi[52,15]",0.000997193,0.063169191,0.219952717
"psi[52,16]",0.007922624,0.065211721,0.296400093
"psi[52,17]",0.002272813,0.086780715,0.29283531
"psi[52,18]",0.003984043,0.070306599,0.325646638
"psi[52,19]",0.006399876,0.078113613,0.279333654
"psi[52,2]",0.007426396,0.075156925,0.27309451
"psi[52,20]",0.005468119,0.074364105,0.275342116
"psi[52,21]",0,0.001757361,0.319208776
"psi[52,22]",0.000926548,0.055870848,0.407551584
"psi[52,23]",0.004637715,0.074628865,0.266147158
"psi[52,24]",0.000840604,0.055154738,0.318457183
"psi[52,25]",0.001817632,0.055391709,0.197912862
"psi[52,26]",0.004798167,0.079940756,0.332861726
"psi[52,27]",0,0.041685925,0.734788774
"psi[52,28]",0.003939507,0.073344239,0.29753859
"psi[52,29]",0.006594473,0.093138765,0.455370912
"psi[52,3]",0.006205861,0.073436227,0.288237125
"psi[52,30]",0.007300088,0.078833605,0.420674313
"psi[52,31]",0,0.031368802,0.293721346
"psi[52,32]",0.000206757,0.085063117,0.52192188
"psi[52,33]",0,0.046680073,0.334533153
"psi[52,34]",0.000133937,0.038176989,0.788978375
"psi[52,35]",0,0.04091024,0.344765168
"psi[52,36]",0,0.064405379,0.697242078
"psi[52,37]",0.000981273,0.038326507,0.285996223
"psi[52,38]",0.000352923,0.068538674,0.510761174
"psi[52,39]",0.00022447,0.04397148,0.282642547
"psi[52,4]",0.003551629,0.078434144,0.320083418
"psi[52,40]",0,0.052859669,0.325091245
"psi[52,41]",0.000278161,0.077146894,0.404724912
"psi[52,42]",0.00012949,0.055338405,0.339755459
"psi[52,43]",0.000341771,0.052100122,0.320297871
"psi[52,44]",0.000908245,0.070260787,0.256733467
"psi[52,45]",0.00017939,0.041324047,0.573308648
"psi[52,46]",0.000701485,0.070941309,0.301061819
"psi[52,47]",0,0.020126519,0.26316812
"psi[52,48]",0,0.074787884,0.529746046
"psi[52,49]",0.000211009,0.051011607,0.311745285
"psi[52,5]",0,0.000157802,0.997960378
"psi[52,50]",0,0.04429176,0.345014264
"psi[52,6]",0.00343291,0.051339769,0.260882689
"psi[52,7]",0.002847973,0.074676241,0.267940962
"psi[52,8]",0.003699233,0.084625587,0.36943296
"psi[52,9]",0.000918194,0.068401374,0.312954764
"psi[53,1]",0.02473766,0.115817754,0.323658002
"psi[53,10]",0.021375233,0.092435794,0.20686025
"psi[53,11]",0.0037747,0.076492248,0.454795889
"psi[53,12]",0.011063807,0.091264889,0.436955841
"psi[53,13]",0.002398544,0.036736674,0.212107517
"psi[53,14]",0.004679393,0.065481568,0.33670339
"psi[53,15]",0.00477418,0.054778928,0.200553656
"psi[53,16]",0.0075712,0.071496136,0.211407876
"psi[53,17]",0.00523551,0.054485282,0.223898173
"psi[53,18]",0.000576507,0.028151569,0.348463179
"psi[53,19]",0.001978509,0.036510617,0.220685901
"psi[53,2]",0.00314697,0.04904313,0.224293796
"psi[53,20]",0.000827987,0.027721477,0.230526429
"psi[53,21]",0,0.004107422,0.509871749
"psi[53,22]",0.008001665,0.081800197,0.290300015
"psi[53,23]",0.001616482,0.028470457,0.184168769
"psi[53,24]",0.026861533,0.11972898,0.323786912
"psi[53,25]",0.006075611,0.045283859,0.167930557
"psi[53,26]",0.004972525,0.049994132,0.273222579
"psi[53,27]",0.000763872,0.083105167,0.795593209
"psi[53,28]",0.013993731,0.0922635,0.223269721
"psi[53,29]",0.00310205,0.044192286,0.365218992
"psi[53,3]",0.002372531,0.030872382,0.187640888
"psi[53,30]",0.012193644,0.094390332,0.37951198
"psi[53,31]",0.005707593,0.094860457,0.498687659
"psi[53,32]",0.031005401,0.158540906,0.448156135
"psi[53,33]",0.036177626,0.124377216,0.450155632
"psi[53,34]",0.000678445,0.121679669,0.780043925
"psi[53,35]",0.0092778,0.085690982,0.418718024
"psi[53,36]",0.045603765,0.207268863,0.812961507
"psi[53,37]",0.011097545,0.067404611,0.25893856
"psi[53,38]",0.019398307,0.144464368,0.353554627
"psi[53,39]",0.012411299,0.079950413,0.333288806
"psi[53,4]",0.000630476,0.022720272,0.201108984
"psi[53,40]",0.011673577,0.108593066,0.493149246
"psi[53,41]",0.021554917,0.112622111,0.330458756
"psi[53,42]",0.013085243,0.123585501,0.509560624
"psi[53,43]",0.026757427,0.130206382,0.330841358
"psi[53,44]",0.026120718,0.112284911,0.264491234
"psi[53,45]",0.042155664,0.219846077,0.676337073
"psi[53,46]",0.015238597,0.104999741,0.329485059
"psi[53,47]",0.004352987,0.061089455,0.445045375
"psi[53,48]",0.029530361,0.148514374,0.511749067
"psi[53,49]",0.033316713,0.202785943,0.526971619
"psi[53,5]",0,0.044217007,1
"psi[53,50]",0.004808717,0.083971739,0.426540593
"psi[53,6]",0.011452544,0.062514167,0.330304199
"psi[53,7]",0.020842092,0.105544537,0.246746384
"psi[53,8]",0.000356273,0.024201303,0.256576541
"psi[53,9]",0.021970348,0.114964897,0.321735195
"psi[54,1]",0.152289591,0.387187768,0.680273762
"psi[54,10]",0.161992213,0.310579302,0.478179845
"psi[54,11]",0.028124999,0.22371991,0.73919779
"psi[54,12]",0.077483903,0.32897421,0.669940224
"psi[54,13]",0.129730471,0.356644579,0.726072688
"psi[54,14]",0.06056195,0.295429853,0.666989124
"psi[54,15]",0.136097605,0.400119983,0.831874692
"psi[54,16]",0.134545116,0.268044461,0.535546472
"psi[54,17]",0.166078059,0.492288199,0.802634031
"psi[54,18]",0.079614838,0.310483937,0.79024475
"psi[54,19]",0.168935786,0.417824362,0.776926667
"psi[54,2]",0.106802351,0.283494226,0.642027135
"psi[54,20]",0.112847436,0.358992418,0.798550198
"psi[54,21]",0.171287313,0.968015431,0.999992498
"psi[54,22]",0.062696149,0.255440127,0.745726005
"psi[54,23]",0.082541109,0.263807988,0.708463373
"psi[54,24]",0.069750512,0.261572934,0.632211407
"psi[54,25]",0.144950591,0.344951581,0.669315122
"psi[54,26]",0.148069629,0.45730481,0.762658148
"psi[54,27]",0,0.073250915,0.615624134
"psi[54,28]",0.212687097,0.397651226,0.649758443
"psi[54,29]",0.097673527,0.290818555,0.713986911
"psi[54,3]",0.124101027,0.326175462,0.67759633
"psi[54,30]",0.095779159,0.344250469,0.686397333
"psi[54,31]",0.047159118,0.306235344,0.85032275
"psi[54,32]",0.047787307,0.248735307,0.528277063
"psi[54,33]",0.030139983,0.201512847,0.575590003
"psi[54,34]",0,0.260241751,0.875442065
"psi[54,35]",0.048803346,0.247924968,0.650592764
"psi[54,36]",0.01056345,0.231263346,0.642259843
"psi[54,37]",0.058666741,0.226010932,0.564553806
"psi[54,38]",0.044200185,0.26538709,0.768199007
"psi[54,39]",0.064632431,0.252528434,0.620523665
"psi[54,4]",0.108482507,0.377233051,0.808836834
"psi[54,40]",0.08951491,0.34073312,0.696003049
"psi[54,41]",0.077396808,0.263104509,0.542801011
"psi[54,42]",0.090577029,0.343784341,0.65524024
"psi[54,43]",0.052174012,0.238522812,0.716706526
"psi[54,44]",0.115178103,0.297344922,0.513885644
"psi[54,45]",0.015697966,0.159754553,0.849303864
"psi[54,46]",0.164438705,0.405181713,0.686018265
"psi[54,47]",0.02607324,0.246070988,0.916854994
"psi[54,48]",0.037517375,0.238542712,0.541278866
"psi[54,49]",0.019839481,0.167161226,0.632138187
"psi[54,5]",0,0.2,0.530800646
"psi[54,50]",0.070444668,0.343284436,0.812022202
"psi[54,6]",0.077973333,0.201917608,0.50664795
"psi[54,7]",0.147712922,0.32013037,0.471021076
"psi[54,8]",0.099307467,0.370620512,0.862587291
"psi[54,9]",0.159421422,0.410836551,0.668618346
"psi[55,1]",0.808213841,0.948883125,0.990826048
"psi[55,10]",0.723145138,0.923066878,0.984777209
"psi[55,11]",0.481237801,0.870434161,0.981972798
"psi[55,12]",0.449213992,0.763043026,0.942908276
"psi[55,13]",0.242414303,0.522613499,0.741635189
"psi[55,14]",0.202098763,0.636187696,0.906504675
"psi[55,15]",0.554303811,0.82243157,0.982337837
"psi[55,16]",0.498003365,0.786783121,0.972840202
"psi[55,17]",0.500084256,0.751854465,0.936832854
"psi[55,18]",0.105503365,0.360505021,0.817201039
"psi[55,19]",0.276707519,0.554367994,0.791290797
"psi[55,2]",0.331203362,0.61833923,0.833653971
"psi[55,20]",0.11797718,0.343605085,0.603805013
"psi[55,21]",0,0.143026053,0.999999543
"psi[55,22]",0.76268416,0.945476427,0.997715429
"psi[55,23]",0.099929661,0.416506597,0.719261631
"psi[55,24]",0.766398472,0.955275321,0.995771343
"psi[55,25]",0.540493467,0.759713056,0.961504497
"psi[55,26]",0.261407236,0.590738862,0.819385439
"psi[55,27]",0.423731335,0.960776938,0.999298501
"psi[55,28]",0.64330229,0.862192569,0.96548222
"psi[55,29]",0.134583782,0.535311545,0.903124077
"psi[55,3]",0.191479234,0.452205265,0.691522321
"psi[55,30]",0.475323084,0.774215864,0.940081336
"psi[55,31]",0.861208559,0.98748675,0.999856481
"psi[55,32]",0.82270636,0.980471556,0.999564339
"psi[55,33]",0.806458913,0.989426365,0.999923784
"psi[55,34]",0.489119174,0.990430678,0.999976999
"psi[55,35]",0.872917394,0.983780705,0.999618076
"psi[55,36]",0.888566464,0.997287749,0.999993737
"psi[55,37]",0.772625395,0.954687062,0.996466128
"psi[55,38]",0.672615549,0.974071571,0.999702273
"psi[55,39]",0.852792957,0.976314858,0.99899189
"psi[55,4]",0.045670896,0.220875992,0.498033601
"psi[55,40]",0.887113138,0.984116932,0.99913584
"psi[55,41]",0.762865717,0.963731088,0.998768019
"psi[55,42]",0.873121469,0.982240076,0.998879697
"psi[55,43]",0.842542415,0.982711234,0.999764869
"psi[55,44]",0.812059698,0.961873509,0.997957255
"psi[55,45]",0.824014834,0.995228468,0.999991603
"psi[55,46]",0.799850211,0.953874996,0.996217344
"psi[55,47]",0.822477499,0.988165578,0.99994764
"psi[55,48]",0.824739543,0.989209513,0.999901371
"psi[55,49]",0.857641418,0.993828685,0.99995933
"psi[55,5]",0.160552659,0.9992804,1
"psi[55,50]",0.837385667,0.975073934,0.998492838
"psi[55,6]",0.52374497,0.838045124,0.970551656
"psi[55,7]",0.752016083,0.925075375,0.990287137
"psi[55,8]",0.049943313,0.253733846,0.536040102
"psi[55,9]",0.79053438,0.955095296,0.99596533
"psi[56,1]",0.034041776,0.295555783,0.695903942
"psi[56,10]",0.083744614,0.311448037,0.56043057
"psi[56,11]",0.043241728,0.293602475,0.842701427
"psi[56,12]",0.349808787,0.722645065,0.945767097
"psi[56,13]",0.180744603,0.407545082,0.689298557
"psi[56,14]",0.181215005,0.47156294,0.928202748
"psi[56,15]",0.030154454,0.171258431,0.536400954
"psi[56,16]",0.159403257,0.40123848,0.700924638
"psi[56,17]",0.048118769,0.279009377,0.65828929
"psi[56,18]",0.170557649,0.48768143,0.927370111
"psi[56,19]",0.140440063,0.385980944,0.672799456
"psi[56,2]",0.249071241,0.421418278,0.767974863
"psi[56,20]",0.217294011,0.521062524,0.899526947
"psi[56,21]",0,0.000945255,0.366744594
"psi[56,22]",0.009359183,0.110057258,0.383295327
"psi[56,23]",0.216076219,0.533321159,0.899416666
"psi[56,24]",0.014668069,0.167250593,0.511121066
"psi[56,25]",0.068970242,0.226634131,0.581588973
"psi[56,26]",0.199550231,0.501430287,0.817484163
"psi[56,27]",0.000936362,0.328596635,0.972722289
"psi[56,28]",0.187250122,0.423888982,0.672164804
"psi[56,29]",0.264492232,0.635556975,0.973844179
"psi[56,3]",0.164524025,0.446008353,0.823170164
"psi[56,30]",0.328051257,0.681265392,0.924532657
"psi[56,31]",0.000246911,0.019966378,0.352340772
"psi[56,32]",0.001287629,0.05869324,0.686356795
"psi[56,33]",0.000228828,0.016058617,0.442644423
"psi[56,34]",0.00019439,0.029855705,0.402640576
"psi[56,35]",0.001752165,0.041087796,0.370964612
"psi[56,36]",0,0.00867179,0.639356811
"psi[56,37]",0.01624339,0.155724594,0.539398064
"psi[56,38]",0.001130362,0.063933418,0.610335608
"psi[56,39]",0.005238251,0.079910501,0.408219932
"psi[56,4]",0.207376714,0.615163058,0.958490228
"psi[56,40]",0.002010272,0.066125152,0.460277819
"psi[56,41]",0.001668716,0.051158473,0.594216183
"psi[56,42]",0.003877247,0.106324206,0.504865761
"psi[56,43]",0.001541349,0.054374266,0.392439957
"psi[56,44]",0.023629047,0.203900333,0.595117585
"psi[56,45]",0.000113121,0.044116093,0.584723112
"psi[56,46]",0.016930044,0.172350386,0.615764025
"psi[56,47]",0,0.008799869,0.28471619
"psi[56,48]",0.000312845,0.020577574,0.53035439
"psi[56,49]",0.000291516,0.042497078,0.400574844
"psi[56,5]",0,0.2,0.531247277
"psi[56,50]",0.001424725,0.054105399,0.459485562
"psi[56,6]",0.21934047,0.458470995,0.790773509
"psi[56,7]",0.097814677,0.32357498,0.664234505
"psi[56,8]",0.2360496,0.589605366,0.959369827
"psi[56,9]",0.020275213,0.185412135,0.645162733
"psi[57,1]",0.626952602,0.866166965,0.993344978
"psi[57,10]",0.441240556,0.713227062,0.975464447
"psi[57,11]",0.105708047,0.487833116,0.929424701
"psi[57,12]",0.208178589,0.548127255,0.886500028
"psi[57,13]",0.138002234,0.352918261,0.70042063
"psi[57,14]",0.182904933,0.560225679,0.866531814
"psi[57,15]",0.388482837,0.646291482,0.976909556
"psi[57,16]",0.167556928,0.402431446,0.74122479
"psi[57,17]",0.392747604,0.658724972,0.956761583
"psi[57,18]",0.04136577,0.198397694,0.582783176
"psi[57,19]",0.204837564,0.436459315,0.761477871
"psi[57,2]",0.157889661,0.39879953,0.868545276
"psi[57,20]",0.052626147,0.170221655,0.473916505
"psi[57,21]",0.197636992,0.982571996,0.999999989
"psi[57,22]",0.393576728,0.722880956,0.97599074
"psi[57,23]",0.065581024,0.252169635,0.721001754
"psi[57,24]",0.44227565,0.71400246,0.980619143
"psi[57,25]",0.358735996,0.608668323,0.950664863
"psi[57,26]",0.28607152,0.577196687,0.824689958
"psi[57,27]",0.019762723,0.369111216,0.916959287
"psi[57,28]",0.386478491,0.630819167,0.939877573
"psi[57,29]",0.030303182,0.148712105,0.467430884
"psi[57,3]",0.128290378,0.369627,0.593293613
"psi[57,30]",0.211998198,0.584876699,0.866533439
"psi[57,31]",0.646551882,0.929561011,0.999391401
"psi[57,32]",0.620787528,0.900028674,0.999868498
"psi[57,33]",0.493946234,0.898408642,0.999963895
"psi[57,34]",0.459631613,0.968014552,0.999779251
"psi[57,35]",0.642151107,0.915202183,0.999329604
"psi[57,36]",0.597223539,0.967806577,0.999999294
"psi[57,37]",0.444421693,0.805508978,0.996316036
"psi[57,38]",0.322856666,0.74468207,0.99968051
"psi[57,39]",0.571836601,0.867666316,0.997022142
"psi[57,4]",0.020729374,0.124218287,0.388690992
"psi[57,40]",0.761987292,0.939252645,0.998591159
"psi[57,41]",0.598442494,0.881442447,0.999418051
"psi[57,42]",0.7483305,0.938578959,0.998240888
"psi[57,43]",0.490192098,0.776655406,0.998288808
"psi[57,44]",0.56549617,0.795879755,0.997493128
"psi[57,45]",0.284854781,0.74537283,0.999936804
"psi[57,46]",0.588518398,0.837282495,0.994940095
"psi[57,47]",0.52166506,0.920084135,0.999755187
"psi[57,48]",0.624104789,0.933413822,0.999968422
"psi[57,49]",0.495339123,0.843453175,0.999831505
"psi[57,5]",0.206419195,0.995971441,1
"psi[57,50]",0.673058571,0.924045829,0.998255636
"psi[57,6]",0.20557359,0.454412415,0.942739618
"psi[57,7]",0.473420572,0.709320552,0.987370762
"psi[57,8]",0.017753939,0.106295328,0.345606405
"psi[57,9]",0.590425677,0.841645138,0.99461183
"psi[58,1]",0.000401294,0.051469023,0.271992809
"psi[58,10]",0.002101456,0.056851275,0.239428412
"psi[58,11]",0.008671558,0.186039329,0.853245138
"psi[58,12]",0.007319613,0.198336178,0.671420591
"psi[58,13]",0.025308871,0.223461971,0.610123397
"psi[58,14]",0.004295945,0.179496435,0.708585628
"psi[58,15]",0.004093868,0.078288637,0.286615766
"psi[58,16]",0.016925698,0.147838986,0.417828817
"psi[58,17]",0.00381627,0.147950613,0.455096908
"psi[58,18]",0.027703165,0.309663108,0.833824781
"psi[58,19]",0.012913949,0.214605267,0.600517388
"psi[58,2]",0.030827752,0.190722881,0.552729661
"psi[58,20]",0.030393,0.320205997,0.79973258
"psi[58,21]",0,0.003847444,0.616457928
"psi[58,22]",0.003070177,0.052913212,0.403785152
"psi[58,23]",0.025936287,0.28233611,0.702609104
"psi[58,24]",0.005933172,0.052883324,0.341947733
"psi[58,25]",0.004478789,0.091495928,0.337502785
"psi[58,26]",0.004688757,0.215972235,0.693498995
"psi[58,27]",0.000178227,0.327771753,0.972814044
"psi[58,28]",0.006873119,0.133843205,0.411546154
"psi[58,29]",0.052381664,0.391375759,0.807830843
"psi[58,3]",0.01017349,0.242974762,0.709899107
"psi[58,30]",0.00432842,0.191371136,0.663431844
"psi[58,31]",0,0.005346209,0.101392208
"psi[58,32]",0.000835879,0.015622396,0.21357551
"psi[58,33]",0.000147166,0.006054218,0.238832262
"psi[58,34]",0,0.042289161,0.823743002
"psi[58,35]",0.000147953,0.007852894,0.177526685
"psi[58,36]",0,0.002762557,0.370600123
"psi[58,37]",0.001390791,0.025815912,0.268103317
"psi[58,38]",0.000772878,0.031058377,0.492440149
"psi[58,39]",0.0005189,0.014538244,0.224890316
"psi[58,4]",0.034884769,0.426432404,0.924035846
"psi[58,40]",0,0.010429659,0.164192832
"psi[58,41]",0.001304832,0.018302671,0.178675915
"psi[58,42]",0.000105218,0.01479483,0.228873589
"psi[58,43]",0.001080208,0.029400938,0.196563089
"psi[58,44]",0.001173226,0.027808929,0.202745636
"psi[58,45]",0,0.022450932,0.485260524
"psi[58,46]",0.000647369,0.041074783,0.183022931
"psi[58,47]",0,0.002188523,0.104149768
"psi[58,48]",0.000274682,0.005749747,0.208368392
"psi[58,49]",0.00014609,0.016616671,0.171291783
"psi[58,5]",0,0.001961269,1
"psi[58,50]",0,0.014528695,0.22761069
"psi[58,6]",0.01268481,0.118915857,0.427473787
"psi[58,7]",0.004246054,0.063771251,0.284368901
"psi[58,8]",0.030742847,0.460165279,0.894074771
"psi[58,9]",0.0006129,0.041398091,0.189242455
"psi[59,1]",0.000790265,0.064870941,0.243301399
"psi[59,10]",0.001668266,0.061404074,0.198884045
"psi[59,11]",0.006759073,0.082368226,0.446977707
"psi[59,12]",0.013363226,0.142810336,0.652238107
"psi[59,13]",0.014501325,0.103114301,0.396300549
"psi[59,14]",0.004628009,0.120089507,0.638954515
"psi[59,15]",0.001172214,0.055926543,0.220905943
"psi[59,16]",0.007758121,0.076045734,0.240964397
"psi[59,17]",0.003501891,0.081294964,0.230593094
"psi[59,18]",0.013856113,0.128457642,0.934109065
"psi[59,19]",0.015632462,0.104596044,0.343902652
"psi[59,2]",0.017232671,0.097926045,0.348126034
"psi[59,20]",0.013348489,0.134033496,0.856799779
"psi[59,21]",0,0.001807937,0.985491578
"psi[59,22]",0.000306374,0.042319729,0.219461865
"psi[59,23]",0.018029621,0.117203427,0.839698917
"psi[59,24]",0.000384476,0.040531308,0.203823093
"psi[59,25]",0.002830972,0.064261908,0.18108303
"psi[59,26]",0.009676993,0.120727637,0.53940809
"psi[59,27]",0,0.094730329,0.916671065
"psi[59,28]",0.004561911,0.0849106,0.243349241
"psi[59,29]",0.009188585,0.141891561,0.740076396
"psi[59,3]",0.014046654,0.112976945,0.696987079
"psi[59,30]",0.010750385,0.136599572,0.540450442
"psi[59,31]",0,0.018626156,0.17540246
"psi[59,32]",0,0.032327611,0.181452652
"psi[59,33]",0,0.017699084,0.141219434
"psi[59,34]",0,0.022713382,0.358461284
"psi[59,35]",0,0.022155992,0.168674302
"psi[59,36]",0,0.013005562,0.237524908
"psi[59,37]",0.000193817,0.038713487,0.195790743
"psi[59,38]",0,0.024152228,0.255745741
"psi[59,39]",0,0.031580899,0.190743001
"psi[59,4]",0.014349372,0.180544411,0.98556437
"psi[59,40]",0,0.029794907,0.216932061
"psi[59,41]",0,0.03548148,0.152106147
"psi[59,42]",0,0.042768645,0.24827244
"psi[59,43]",0,0.022720606,0.200719793
"psi[59,44]",0,0.045364249,0.177951257
"psi[59,45]",0,0.014119503,0.286046333
"psi[59,46]",0.000134978,0.055274515,0.212936716
"psi[59,47]",0,0.012158346,0.193847819
"psi[59,48]",0,0.020297013,0.143064755
"psi[59,49]",0,0.017055274,0.187856338
"psi[59,5]",0,0.001546968,0.999986823
"psi[59,50]",0,0.032063732,0.25531226
"psi[59,6]",0.005350273,0.081683482,0.225572639
"psi[59,7]",0.001183007,0.061798429,0.19215246
"psi[59,8]",0.012586313,0.176940251,0.970477236
"psi[59,9]",0.000161469,0.059335976,0.228260987
"psi[6,1]",0.000292442,0.059564879,0.42484948
"psi[6,10]",0.001075639,0.065156621,0.380397705
"psi[6,11]",0.003774466,0.112740249,0.498018315
"psi[6,12]",0.004741567,0.167345946,0.590893025
"psi[6,13]",0.00433844,0.077909403,0.381111265
"psi[6,14]",0.00098234,0.072129388,0.425905985
"psi[6,15]",0.001314768,0.050170837,0.346420331
"psi[6,16]",0.005518969,0.086278423,0.430148757
"psi[6,17]",0.001245374,0.061022987,0.342134898
"psi[6,18]",0.003976726,0.127385572,0.461827554
"psi[6,19]",0.00369592,0.073184091,0.392926664
"psi[6,2]",0.003769748,0.102287444,0.350687408
"psi[6,20]",0.006678394,0.115583318,0.4814517
"psi[6,21]",0,0.000944725,0.970040204
"psi[6,22]",0.001289365,0.06698574,0.299191526
"psi[6,23]",0.004903109,0.121000148,0.443322602
"psi[6,24]",0.001181779,0.072345301,0.3474233
"psi[6,25]",0.001245842,0.049566145,0.350653784
"psi[6,26]",0.002160434,0.073054358,0.508312376
"psi[6,27]",0,0.085335668,0.686334117
"psi[6,28]",0.002943493,0.096636184,0.440193189
"psi[6,29]",0.015436209,0.234313537,0.642042249
"psi[6,3]",0.003689884,0.072417348,0.44268462
"psi[6,30]",0.003827159,0.137003978,0.549046519
"psi[6,31]",0,0.01650131,0.34996132
"psi[6,32]",0.000221618,0.02681741,0.54360345
"psi[6,33]",0,0.012749006,0.555154264
"psi[6,34]",0.000132251,0.01931109,0.342336806
"psi[6,35]",0,0.032520531,0.549048299
"psi[6,36]",0,0.01034198,0.745497562
"psi[6,37]",0.000566399,0.065664266,0.578225218
"psi[6,38]",0.000565739,0.034527677,0.501335901
"psi[6,39]",0.000191951,0.041615516,0.550007036
"psi[6,4]",0.00787579,0.133871105,0.566394219
"psi[6,40]",0,0.03318961,0.376853615
"psi[6,41]",0.000271991,0.023651745,0.452256609
"psi[6,42]",0,0.04419791,0.415955895
"psi[6,43]",0.000400386,0.042672501,0.430824343
"psi[6,44]",0.000714582,0.047025707,0.477644806
"psi[6,45]",0.000187294,0.039191278,0.756352647
"psi[6,46]",0.000393997,0.04050315,0.407938628
"psi[6,47]",0,0.010210183,0.383758982
"psi[6,48]",0,0.01512356,0.545023174
"psi[6,49]",0,0.025877893,0.632132066
"psi[6,5]",0,0.1,0.277884383
"psi[6,50]",0,0.032552709,0.307879248
"psi[6,6]",0.004890491,0.103807296,0.48206773
"psi[6,7]",0.001932855,0.071717464,0.463055761
"psi[6,8]",0.008341779,0.143850555,0.613066974
"psi[6,9]",0.000415776,0.0475661,0.422286009
"psi[60,1]",0.500682449,0.774692082,0.94735974
"psi[60,10]",0.419885735,0.651813988,0.877870917
"psi[60,11]",0.052249795,0.395452627,0.820431504
"psi[60,12]",0.141384248,0.413762814,0.790723221
"psi[60,13]",0.032252816,0.133391585,0.319670028
"psi[60,14]",0.086831504,0.34452217,0.809879611
"psi[60,15]",0.173946156,0.388423917,0.710370771
"psi[60,16]",0.126491522,0.303691668,0.636006414
"psi[60,17]",0.076291771,0.265978713,0.555110558
"psi[60,18]",0.010254703,0.063064471,0.270229458
"psi[60,19]",0.032387004,0.144542752,0.331218555
"psi[60,2]",0.073811936,0.192813194,0.440809583
"psi[60,20]",0.013111845,0.06959454,0.248494552
"psi[60,21]",0,0.002698075,0.995829158
"psi[60,22]",0.270538798,0.632682914,0.909087352
"psi[60,23]",0.024280651,0.119513466,0.478269855
"psi[60,24]",0.538410996,0.756018883,0.959846852
"psi[60,25]",0.175957969,0.342333942,0.640500063
"psi[60,26]",0.045328954,0.207834143,0.565864811
"psi[60,27]",0.107103382,0.793844454,0.984281318
"psi[60,28]",0.247709961,0.440658013,0.700444095
"psi[60,29]",0.016787789,0.103566495,0.459012851
"psi[60,3]",0.027065645,0.127594931,0.344036497
"psi[60,30]",0.158454635,0.40680641,0.781648758
"psi[60,31]",0.66173991,0.944530322,0.99833521
"psi[60,32]",0.500256146,0.827689817,0.98084563
"psi[60,33]",0.580029123,0.895279571,0.995639785
"psi[60,34]",0.296423684,0.816592149,0.99620731
"psi[60,35]",0.763674785,0.937694,0.998108405
"psi[60,36]",0.717522678,0.963165983,0.999557821
"psi[60,37]",0.557591772,0.824707045,0.994771708
"psi[60,38]",0.371845776,0.739068398,0.96773846
"psi[60,39]",0.710824078,0.889606539,0.996020068
"psi[60,4]",0.00550859,0.041186729,0.193197966
"psi[60,40]",0.717457694,0.931097821,0.995725109
"psi[60,41]",0.420394199,0.744622402,0.959112355
"psi[60,42]",0.717390232,0.928320008,0.993269433
"psi[60,43]",0.591393774,0.845399269,0.979787812
"psi[60,44]",0.577088982,0.782567576,0.962458297
"psi[60,45]",0.570115107,0.947392517,0.998562133
"psi[60,46]",0.446305804,0.704242891,0.914241528
"psi[60,47]",0.657370621,0.947464813,0.999243539
"psi[60,48]",0.596095648,0.894672677,0.994911495
"psi[60,49]",0.709874257,0.950743393,0.998562581
"psi[60,5]",0,0.000151424,0.999793428
"psi[60,50]",0.598021446,0.902267085,0.991946262
"psi[60,6]",0.196482709,0.460445275,0.866699898
"psi[60,7]",0.410579292,0.641898049,0.870576384
"psi[60,8]",0.006577164,0.041407973,0.211151874
"psi[60,9]",0.451837267,0.714062098,0.927844966
"psi[61,1]",0.050999915,0.211041656,0.693702147
"psi[61,10]",0.035626702,0.15588696,0.488324461
"psi[61,11]",0.010610469,0.142104929,0.597983842
"psi[61,12]",0.015739518,0.19098304,0.755426241
"psi[61,13]",0.009146241,0.091995369,0.325714157
"psi[61,14]",0.009833331,0.1599632,0.795366115
"psi[61,15]",0.020010645,0.106245256,0.25636425
"psi[61,16]",0.021567572,0.130551734,0.384061548
"psi[61,17]",0.021801983,0.117090187,0.419871776
"psi[61,18]",0.001012637,0.067901124,0.365887855
"psi[61,19]",0.012151214,0.102397268,0.348406348
"psi[61,2]",0.006008468,0.092122186,0.291908234
"psi[61,20]",0.005307998,0.089744763,0.386547218
"psi[61,21]",0,0.000357017,0.536128396
"psi[61,22]",0.014455344,0.087814062,0.411173234
"psi[61,23]",0.001555943,0.086575284,0.343901346
"psi[61,24]",0.027759851,0.10695115,0.374389707
"psi[61,25]",0.014068392,0.099875947,0.240958233
"psi[61,26]",0.015191902,0.15901045,0.712449188
