parameter,lbci,posterior.median,ubci
"psi[80,27]",0.000176043,0.292476861,0.976935162
"psi[80,28]",0.301469376,0.529880023,0.867510291
"psi[80,29]",0.086083073,0.306302384,0.680186129
"psi[80,3]",0.164579807,0.392246266,0.724433219
"psi[80,30]",0.183275646,0.432385918,0.740433138
"psi[80,31]",0.170964035,0.477197011,0.857144233
"psi[80,32]",0.345859919,0.687567411,0.926800968
"psi[80,33]",0.161473882,0.54754817,0.922989813
"psi[80,34]",0.233205239,0.829139347,0.998135141
"psi[80,35]",0.180787311,0.470497702,0.791068889
"psi[80,36]",0.194698452,0.725688034,0.983099642
"psi[80,37]",0.148467136,0.335985609,0.740117302
"psi[80,38]",0.209421035,0.616127694,0.916450219
"psi[80,39]",0.167877652,0.411338246,0.765268098
"psi[80,4]",0.075897828,0.261744945,0.650665555
"psi[80,40]",0.246264536,0.548003464,0.855709212
"psi[80,41]",0.391946755,0.66135329,0.893137739
"psi[80,42]",0.240776455,0.541993822,0.874634083
"psi[80,43]",0.166070699,0.446777585,0.829179287
"psi[80,44]",0.353305624,0.567087244,0.83709864
"psi[80,45]",0.045656472,0.369874493,0.886063002
"psi[80,46]",0.366230341,0.626392442,0.950148008
"psi[80,47]",0.101412899,0.435456185,0.842476779
"psi[80,48]",0.296277519,0.699958105,0.94341389
"psi[80,49]",0.085008727,0.399666173,0.80383307
"psi[80,5]",0.366846708,0.998791598,1
"psi[80,50]",0.233272246,0.550840423,0.875048304
"psi[80,6]",0.167509061,0.375290213,0.574788457
"psi[80,7]",0.359842114,0.543985695,0.809567136
"psi[80,8]",0.06977645,0.252829623,0.659983289
"psi[80,9]",0.342654334,0.623149389,0.934670542
"psi[81,1]",0.084713835,0.353034229,0.672832762
"psi[81,10]",0.062324294,0.222671235,0.511357009
"psi[81,11]",0.009783903,0.156498581,0.649725836
"psi[81,12]",0.22766839,0.542879398,0.874601003
"psi[81,13]",0.049329064,0.188981945,0.461567215
"psi[81,14]",0.096757555,0.426279214,0.875902611
"psi[81,15]",0.033780244,0.141370113,0.358931772
"psi[81,16]",0.036773681,0.224823581,0.462977503
"psi[81,17]",0.043603537,0.229731519,0.539820054
"psi[81,18]",0.017193043,0.186207845,0.522989221
"psi[81,19]",0.044349898,0.201996492,0.484521071
"psi[81,2]",0.050152774,0.215488116,0.470603941
"psi[81,20]",0.048677227,0.199963067,0.604969485
"psi[81,21]",0,0.005777936,0.999976386
"psi[81,22]",0.00519307,0.074710914,0.358688368
"psi[81,23]",0.018545134,0.17625734,0.627060557
"psi[81,24]",0.01051869,0.131944441,0.380949964
"psi[81,25]",0.034473771,0.154166465,0.354633165
"psi[81,26]",0.093610212,0.405585762,0.796396333
"psi[81,27]",0.164525411,0.849517688,0.995895486
"psi[81,28]",0.116447212,0.322701777,0.555999959
"psi[81,29]",0.039724332,0.247383508,0.692366757
"psi[81,3]",0.052980526,0.218141086,0.606501604
"psi[81,30]",0.241940047,0.548341131,0.889464763
"psi[81,31]",0.00091366,0.03630578,0.202724629
"psi[81,32]",0.012810512,0.087065733,0.342838127
"psi[81,33]",0.003676943,0.031235549,0.19735831
"psi[81,34]",0.000417133,0.082040067,0.814345072
"psi[81,35]",0.00238053,0.050214304,0.29517985
"psi[81,36]",0.001611631,0.036511094,0.266648712
"psi[81,37]",0.005789881,0.111827458,0.336194465
"psi[81,38]",0.005486089,0.061411504,0.344606142
"psi[81,39]",0.004551807,0.075534945,0.322738578
"psi[81,4]",0.043261182,0.238383196,0.761643537
"psi[81,40]",0.006249876,0.105841133,0.446593858
"psi[81,41]",0.013493543,0.077582966,0.276141651
"psi[81,42]",0.008220176,0.1586059,0.554062192
"psi[81,43]",0.003415752,0.036976699,0.202060728
"psi[81,44]",0.037281688,0.144405369,0.380489045
"psi[81,45]",0.000747459,0.024628554,0.305991654
"psi[81,46]",0.036603503,0.210266458,0.460017267
"psi[81,47]",0.000145325,0.012961492,0.113359104
"psi[81,48]",0.004101195,0.04775657,0.248310806
"psi[81,49]",0.001892679,0.029780567,0.238771938
"psi[81,5]",0,0.026210584,1
"psi[81,50]",0.002246825,0.085766783,0.503723102
"psi[81,6]",0.03731417,0.213508189,0.500815874
"psi[81,7]",0.067642438,0.238957363,0.474414239
"psi[81,8]",0.058417191,0.22241569,0.717213088
"psi[81,9]",0.050678628,0.227844214,0.49256824
"psi[82,1]",0.315759568,0.618993098,0.843325432
"psi[82,10]",0.280917602,0.506232505,0.760291271
"psi[82,11]",0.050471793,0.377613783,0.900440819
"psi[82,12]",0.092224625,0.517060925,0.81689856
"psi[82,13]",0.132345012,0.404297872,0.684527112
"psi[82,14]",0.029546031,0.381753509,0.718213319
"psi[82,15]",0.201382923,0.438639534,0.730329616
"psi[82,16]",0.196797298,0.436529425,0.814781292
"psi[82,17]",0.252812339,0.531595162,0.806458294
"psi[82,18]",0.096468204,0.375682166,0.7011504
"psi[82,19]",0.165718672,0.458388451,0.71136908
"psi[82,2]",0.13153359,0.378583912,0.62178069
"psi[82,20]",0.087960072,0.373551643,0.692545891
"psi[82,21]",0,0.00217037,0.377649171
"psi[82,22]",0.121154585,0.466073003,0.862095315
"psi[82,23]",0.092573353,0.388043834,0.726558968
"psi[82,24]",0.210156552,0.42996415,0.794653936
"psi[82,25]",0.250021132,0.437101648,0.65197297
"psi[82,26]",0.130569241,0.45087398,0.741997188
"psi[82,27]",0,0.125737072,0.79972473
"psi[82,28]",0.344526788,0.540888753,0.786690103
"psi[82,29]",0.098653486,0.422048776,0.729952421
"psi[82,3]",0.171058359,0.443246961,0.728010783
"psi[82,30]",0.115609067,0.550354025,0.817185336
"psi[82,31]",0.106721559,0.461214887,0.867648795
"psi[82,32]",0.10264895,0.440223149,0.832216099
"psi[82,33]",0.093888985,0.309977424,0.716522994
"psi[82,34]",0.000166551,0.145533521,0.857304332
"psi[82,35]",0.225698369,0.524832886,0.851673077
"psi[82,36]",0.058717335,0.418579075,0.919115602
"psi[82,37]",0.14486494,0.503744813,0.831979171
"psi[82,38]",0.064216218,0.3183314,0.706913516
"psi[82,39]",0.218623029,0.511648258,0.817383295
"psi[82,4]",0.077755493,0.392001932,0.733515736
"psi[82,40]",0.217659204,0.578603561,0.863387773
"psi[82,41]",0.169744642,0.455085056,0.834536967
"psi[82,42]",0.238459703,0.590118336,0.891341054
"psi[82,43]",0.145305196,0.400570663,0.735639986
"psi[82,44]",0.303362982,0.556495829,0.814272431
"psi[82,45]",0.044198939,0.221669137,0.735808756
"psi[82,46]",0.31959697,0.609699773,0.836645399
"psi[82,47]",0.063660568,0.416676513,0.878072937
"psi[82,48]",0.116727251,0.447403342,0.886365906
"psi[82,49]",0.089618683,0.293706488,0.693335713
"psi[82,5]",0,0.1,0.38911366
"psi[82,50]",0.229718557,0.609426348,0.946398435
"psi[82,6]",0.157659582,0.439358957,0.722834873
"psi[82,7]",0.327463133,0.543131194,0.787259715
"psi[82,8]",0.060728381,0.345343727,0.685826943
"psi[82,9]",0.311365555,0.592643296,0.82450159
"psi[83,1]",0.412372178,0.75568302,0.931333307
"psi[83,10]",0.450223943,0.696465861,0.835565006
"psi[83,11]",0.232514871,0.814266886,0.980861126
"psi[83,12]",0.441209147,0.74446536,0.919087259
"psi[83,13]",0.255315123,0.527629635,0.834630572
"psi[83,14]",0.297517382,0.665349453,0.922830848
"psi[83,15]",0.217384188,0.598377131,0.812067905
"psi[83,16]",0.357090579,0.661773666,0.864228049
"psi[83,17]",0.24496388,0.611762894,0.833047592
"psi[83,18]",0.079113607,0.440490943,0.876031467
"psi[83,19]",0.244018678,0.534788886,0.852337343
"psi[83,2]",0.361680371,0.624289194,0.840406212
"psi[83,20]",0.162303183,0.467407503,0.845141804
"psi[83,21]",0.164977947,0.985887667,0.999998874
"psi[83,22]",0.349970108,0.750520891,0.958110191
"psi[83,23]",0.165458207,0.434833012,0.82926172
"psi[83,24]",0.486326716,0.7848409,0.947564937
"psi[83,25]",0.302126019,0.554256433,0.77723956
"psi[83,26]",0.220681756,0.64540066,0.876686338
"psi[83,27]",0.443280514,0.970423221,0.999954657
"psi[83,28]",0.43668865,0.694130459,0.857034687
"psi[83,29]",0.171507496,0.590855547,0.929861042
"psi[83,3]",0.167357911,0.504251341,0.800993173
"psi[83,30]",0.46979939,0.745848216,0.918334327
"psi[83,31]",0.22419376,0.624338175,0.884054951
"psi[83,32]",0.416347498,0.8430202,0.984165494
"psi[83,33]",0.241249011,0.800377477,0.982151065
"psi[83,34]",0.432019207,0.937483507,0.999859961
"psi[83,35]",0.24466726,0.639720995,0.858110569
"psi[83,36]",0.184076929,0.886511189,0.997265483
"psi[83,37]",0.376326304,0.622331911,0.886498966
"psi[83,38]",0.297916972,0.821459181,0.988950149
"psi[83,39]",0.339796163,0.638238086,0.860394623
"psi[83,4]",0.104604382,0.398812134,0.847113953
"psi[83,40]",0.363119575,0.70428477,0.8997154
"psi[83,41]",0.3889549,0.771367984,0.948150634
"psi[83,42]",0.427300746,0.742332333,0.914609263
"psi[83,43]",0.437043524,0.750201499,0.950968709
"psi[83,44]",0.410995577,0.716728464,0.899277012
"psi[83,45]",0.382850797,0.86962732,0.996074214
"psi[83,46]",0.372889028,0.691108561,0.87115004
"psi[83,47]",0.104094576,0.482236424,0.866192018
"psi[83,48]",0.26742246,0.824112853,0.986084249
"psi[83,49]",0.430037282,0.830700777,0.983123865
"psi[83,5]",0.249532851,0.998114049,1
"psi[83,50]",0.174456033,0.59882437,0.880775914
"psi[83,6]",0.393373943,0.646564886,0.88011872
"psi[83,7]",0.515559826,0.719209209,0.867530696
"psi[83,8]",0.106826979,0.426162073,0.892594195
"psi[83,9]",0.376056856,0.717824208,0.886059159
"psi[84,1]",0.204179349,0.496185056,0.77535793
"psi[84,10]",0.250044708,0.49761452,0.703730672
"psi[84,11]",0.333447089,0.744704863,0.963747548
"psi[84,12]",0.469632511,0.744352844,0.902808661
"psi[84,13]",0.233161567,0.409712202,0.634370362
"psi[84,14]",0.269460749,0.591844974,0.834783444
"psi[84,15]",0.120947401,0.280363811,0.548493729
"psi[84,16]",0.250869602,0.545029105,0.795643764
"psi[84,17]",0.127424376,0.353416887,0.687523305
"psi[84,18]",0.20066322,0.45750961,0.806446704
"psi[84,19]",0.191247704,0.392580069,0.66753615
"psi[84,2]",0.29774572,0.474262292,0.725098035
"psi[84,20]",0.243808387,0.479574394,0.716389849
"psi[84,21]",0.089490641,0.8666474,0.99999082
"psi[84,22]",0.17212765,0.445902927,0.768875664
"psi[84,23]",0.213293895,0.474610317,0.769141139
"psi[84,24]",0.212507847,0.496387777,0.704198042
"psi[84,25]",0.15778964,0.314501374,0.559132541
"psi[84,26]",0.252419907,0.507983052,0.813012668
"psi[84,27]",0.294391272,0.823639321,0.997070218
"psi[84,28]",0.321635426,0.529079267,0.744584717
"psi[84,29]",0.25449362,0.621663277,0.858964562
"psi[84,3]",0.20253203,0.450709409,0.746441125
"psi[84,30]",0.417552292,0.742644843,0.894856587
"psi[84,31]",0.037712876,0.148415849,0.465204983
"psi[84,32]",0.090399688,0.26387105,0.656092758
"psi[84,33]",0.043084833,0.143723366,0.507775939
"psi[84,34]",0.102900954,0.725985575,0.99823373
"psi[84,35]",0.071620265,0.232621139,0.558382973
"psi[84,36]",0.024696149,0.108901131,0.549695937
"psi[84,37]",0.156819958,0.415018698,0.760453773
"psi[84,38]",0.065085583,0.245255709,0.62589142
"psi[84,39]",0.123499486,0.316283924,0.619106089
"psi[84,4]",0.252819289,0.524710241,0.77526928
"psi[84,40]",0.103248083,0.304347184,0.630186813
"psi[84,41]",0.07608628,0.245807115,0.587396221
"psi[84,42]",0.142193775,0.3771463,0.691937601
"psi[84,43]",0.094541398,0.280269501,0.566883255
"psi[84,44]",0.168405499,0.387694252,0.631034302
"psi[84,45]",0.04412189,0.282679229,0.723314499
"psi[84,46]",0.164195309,0.371468165,0.619922527
"psi[84,47]",0.01588678,0.084446234,0.358198559
"psi[84,48]",0.0505409,0.162604303,0.534857384
"psi[84,49]",0.054263951,0.262722927,0.5954112
"psi[84,5]",0,0.000777778,0.726945039
"psi[84,50]",0.071365398,0.262080331,0.640463044
"psi[84,6]",0.252904995,0.546811372,0.843185072
"psi[84,7]",0.268139357,0.467926561,0.704553339
"psi[84,8]",0.265357078,0.511684672,0.769475524
"psi[84,9]",0.1766564,0.384878631,0.635760802
"psi[85,1]",0.635248374,0.858022584,0.98708365
"psi[85,10]",0.561335116,0.774287384,0.974377677
"psi[85,11]",0.110664249,0.543249596,0.854168115
"psi[85,12]",0.119030946,0.464846569,0.757254522
"psi[85,13]",0.035272299,0.242128285,0.475710123
"psi[85,14]",0.098968462,0.333747133,0.693140259
"psi[85,15]",0.284275025,0.591822044,0.8910033
"psi[85,16]",0.28410251,0.524620766,0.787648589
"psi[85,17]",0.132841857,0.42065389,0.764580431
"psi[85,18]",0.007982497,0.144034254,0.392817109
"psi[85,19]",0.034920579,0.245262534,0.497495245
"psi[85,2]",0.116022296,0.339862528,0.571478044
"psi[85,20]",0.010043055,0.130842365,0.328206824
"psi[85,21]",0,0.013104262,0.538528119
"psi[85,22]",0.505193082,0.842760164,0.982750288
"psi[85,23]",0.0261708,0.204732904,0.510171101
"psi[85,24]",0.638906286,0.868791234,0.993843455
"psi[85,25]",0.284859055,0.536243718,0.810128348
"psi[85,26]",0.034095346,0.252083897,0.62845199
"psi[85,27]",0,0.260898907,0.893340154
"psi[85,28]",0.410080823,0.618444272,0.820863997
"psi[85,29]",0.023427743,0.249747237,0.593078167
"psi[85,3]",0.021154693,0.200115032,0.441648229
"psi[85,30]",0.16554751,0.481132821,0.769914653
"psi[85,31]",0.795754211,0.962644088,0.99997026
"psi[85,32]",0.710083096,0.937043111,0.999762762
"psi[85,33]",0.755770526,0.954732626,0.999984378
"psi[85,34]",0.353607214,0.89993531,0.999052874
"psi[85,35]",0.815864529,0.961643172,0.999965422
"psi[85,36]",0.868647573,0.989238546,0.999999305
"psi[85,37]",0.691550493,0.886841457,0.999105584
"psi[85,38]",0.5508729,0.89343141,0.999674091
"psi[85,39]",0.799829251,0.932036087,0.999792733
"psi[85,4]",0.002404523,0.078747126,0.283980311
"psi[85,40]",0.805010912,0.95738592,0.999766168
"psi[85,41]",0.674314821,0.907899772,0.99891046
"psi[85,42]",0.80112046,0.946773946,0.999636393
"psi[85,43]",0.719423488,0.93209915,0.999721542
"psi[85,44]",0.705687648,0.891466928,0.997567286
"psi[85,45]",0.785808754,0.972364694,0.999997673
"psi[85,46]",0.644628822,0.85289773,0.989162583
"psi[85,47]",0.72862637,0.972486161,0.999992766
"psi[85,48]",0.797900276,0.969797754,0.999975059
"psi[85,49]",0.810623788,0.971702758,0.999990712
"psi[85,5]",0,0.004189871,0.999998672
"psi[85,50]",0.698009279,0.927863828,0.999413285
"psi[85,6]",0.361857824,0.653803878,0.934371076
"psi[85,7]",0.583142885,0.811095373,0.971037392
"psi[85,8]",0.002622912,0.08014215,0.256623081
"psi[85,9]",0.619981612,0.847870471,0.988566542
"psi[86,1]",0.588052627,0.807937031,0.989786425
"psi[86,10]",0.511107819,0.737786199,0.992901276
"psi[86,11]",0.568928783,0.923299478,0.999883481
"psi[86,12]",0.525600219,0.82805947,0.999929435
"psi[86,13]",0.285157542,0.628569127,0.999860367
"psi[86,14]",0.405006176,0.768861133,0.999727661
"psi[86,15]",0.269131388,0.615403529,0.997392185
"psi[86,16]",0.428825695,0.735860433,0.99947021
"psi[86,17]",0.382187922,0.695842767,0.999149087
"psi[86,18]",0.174509909,0.585554519,0.99997959
"psi[86,19]",0.30512312,0.672219002,0.999833691
"psi[86,2]",0.297215807,0.643711333,0.999771657
"psi[86,20]",0.23592672,0.61847062,0.999972827
"psi[86,21]",0.192221913,0.958954168,0.999999778
"psi[86,22]",0.407362461,0.798841282,0.9933601
"psi[86,23]",0.183718901,0.609265491,0.999934047
"psi[86,24]",0.446623918,0.748684666,0.979262977
"psi[86,25]",0.328449238,0.619966535,0.997541922
"psi[86,26]",0.454595691,0.749085309,0.999838222
"psi[86,27]",0.524131367,0.978468926,0.999996455
"psi[86,28]",0.522505142,0.77924855,0.999237486
"psi[86,29]",0.266632028,0.687997671,0.999986744
"psi[86,3]",0.344786058,0.669658705,0.999862086
"psi[86,30]",0.58298344,0.841947597,0.999857237
"psi[86,31]",0.034340991,0.381563399,0.808030131
"psi[86,32]",0.204304815,0.569999158,0.921384568
"psi[86,33]",0.048130082,0.298875007,0.772687294
"psi[86,34]",0.416402436,0.942501363,0.99983892
"psi[86,35]",0.085322308,0.473569041,0.852901923
"psi[86,36]",0.002682316,0.332495398,0.888276579
"psi[86,37]",0.307083771,0.693030627,0.968989865
"psi[86,38]",0.127852838,0.580364162,0.977023463
"psi[86,39]",0.268808659,0.614543555,0.877167283
"psi[86,4]",0.197516764,0.625368385,0.999992472
"psi[86,40]",0.163116037,0.612196094,0.891728239
"psi[86,41]",0.262749398,0.567342354,0.858287698
"psi[86,42]",0.278936783,0.711464715,0.894586976
"psi[86,43]",0.218944739,0.596669799,0.891843288
"psi[86,44]",0.396953159,0.679410519,0.978971398
"psi[86,45]",0.068841552,0.46703842,0.909942649
"psi[86,46]",0.429350882,0.731091271,0.976000999
"psi[86,47]",0.009024884,0.236755495,0.771078778
"psi[86,48]",0.038954848,0.432145831,0.821165535
"psi[86,49]",0.095630936,0.43776258,0.870294285
"psi[86,5]",0.411957367,0.999465118,1
"psi[86,50]",0.121585105,0.610836661,0.871368103
"psi[86,6]",0.318176209,0.719180565,0.999495102
"psi[86,7]",0.455748117,0.754214004,0.997116973
"psi[86,8]",0.205027899,0.632410851,0.999994021
"psi[86,9]",0.451590995,0.742145859,0.97717612
"psi[87,1]",0.015521128,0.237582397,0.549674295
"psi[87,10]",0.011946613,0.147254116,0.394360769
"psi[87,11]",0.000468856,0.108357378,0.584787546
"psi[87,12]",0.001543246,0.245297822,0.6051571
"psi[87,13]",0.000187908,0.099403191,0.324460878
"psi[87,14]",0.003531414,0.175761727,0.681139909
"psi[87,15]",0.00058626,0.09292959,0.340572891
"psi[87,16]",0.00071198,0.090950665,0.3361613
"psi[87,17]",0.000852118,0.129595961,0.391834763
"psi[87,18]",0,0.057805951,0.320247727
"psi[87,19]",0.00029652,0.113492022,0.362044634
"psi[87,2]",0.000199634,0.106039781,0.394165476
"psi[87,20]",0,0.087834661,0.353068705
"psi[87,21]",0,0.018895228,0.998325574
"psi[87,22]",0.001003991,0.073417101,0.430654737
"psi[87,23]",0,0.078847079,0.398640776
"psi[87,24]",0.004558219,0.13601254,0.390102827
"psi[87,25]",0.001031964,0.102765944,0.330700412
"psi[87,26]",0.00068378,0.175685044,0.584477555
"psi[87,27]",0.01521682,0.658934375,0.997117322
"psi[87,28]",0.001574807,0.158514438,0.405818523
"psi[87,29]",0,0.067131605,0.382139819
"psi[87,3]",0.000462387,0.116445562,0.452040851
"psi[87,30]",0.002455789,0.231127057,0.64863493
"psi[87,31]",0.02373202,0.145263061,0.495198303
"psi[87,32]",0.002929516,0.080602613,0.376804982
"psi[87,33]",0.002310902,0.048619714,0.352960294
"psi[87,34]",0.000752225,0.076566793,0.501516272
"psi[87,35]",0.028241518,0.162159397,0.515652752
"psi[87,36]",0.000910324,0.095354771,0.485323026
"psi[87,37]",0.009467027,0.155660284,0.473157249
"psi[87,38]",0.000135967,0.033584088,0.377451939
"psi[87,39]",0.022467577,0.164639682,0.441061596
"psi[87,4]",0,0.091038979,0.482007743
"psi[87,40]",0.054308116,0.268260414,0.569798279
"psi[87,41]",0.004306574,0.073619016,0.316738925
"psi[87,42]",0.061288329,0.295406762,0.665546234
"psi[87,43]",0.001776888,0.059351462,0.407744669
"psi[87,44]",0.005355786,0.119173126,0.333268914
"psi[87,45]",0.000495547,0.039817715,0.602019597
"psi[87,46]",0.006405549,0.162783604,0.375610877
"psi[87,47]",0.008378401,0.09184518,0.45807249
"psi[87,48]",0.002544334,0.069373979,0.33780641
"psi[87,49]",0.004558387,0.063272126,0.503903609
"psi[87,5]",0,0.001779458,0.999969945
"psi[87,50]",0.043016322,0.225366163,0.694507044
"psi[87,6]",0.000854402,0.104257886,0.42122976
"psi[87,7]",0.002275836,0.152576363,0.342927866
"psi[87,8]",0,0.076527327,0.410916175
"psi[87,9]",0.006329817,0.173757299,0.394458231
"psi[88,1]",0.4903797,0.822523543,0.997398014
"psi[88,10]",0.383199471,0.649376074,0.962701335
"psi[88,11]",0.134797217,0.504384802,0.903141295
"psi[88,12]",0.462115313,0.803593785,0.986114221
"psi[88,13]",0.191430209,0.394838545,0.702182978
"psi[88,14]",0.266304895,0.764439319,0.975441145
"psi[88,15]",0.213707588,0.422777772,0.865529402
"psi[88,16]",0.226745495,0.499847236,0.758122311
"psi[88,17]",0.263776032,0.560806105,0.958533784
"psi[88,18]",0.098264708,0.396828065,0.785083915
"psi[88,19]",0.225187977,0.47869251,0.834396138
"psi[88,2]",0.196235314,0.394136936,0.682151131
"psi[88,20]",0.150008833,0.366065182,0.708392432
"psi[88,21]",0.099252014,0.962037415,0.999999494
"psi[88,22]",0.146042237,0.379548949,0.766084128
"psi[88,23]",0.110592932,0.374532998,0.703199459
"psi[88,24]",0.232949148,0.467556188,0.710214423
"psi[88,25]",0.223457281,0.469676368,0.858758996
"psi[88,26]",0.343578269,0.724839147,0.985674579
"psi[88,27]",0.454885294,0.967617118,0.999966463
"psi[88,28]",0.422521479,0.673215287,0.97563151
"psi[88,29]",0.062107336,0.359987421,0.785626213
"psi[88,3]",0.208351818,0.565724956,0.911547486
"psi[88,30]",0.473425021,0.831658788,0.990078243
"psi[88,31]",0.07890218,0.416965126,0.841932722
"psi[88,32]",0.101569873,0.396542707,0.782835001
"psi[88,33]",0.026074062,0.195912811,0.442352468
"psi[88,34]",0.004754494,0.268869528,0.944344314
"psi[88,35]",0.127955119,0.512642112,0.916079011
"psi[88,36]",0.02635693,0.231029002,0.630270583
"psi[88,37]",0.222869103,0.5393776,0.886439506
"psi[88,38]",0.022610827,0.158768729,0.453539367
"psi[88,39]",0.204181199,0.514558994,0.909721545
"psi[88,4]",0.150198564,0.428977432,0.761832905
"psi[88,40]",0.268998193,0.688068012,0.978085402
"psi[88,41]",0.121996795,0.420799242,0.816373538
"psi[88,42]",0.350577388,0.762570927,0.990248296
"psi[88,43]",0.056771687,0.229652631,0.553355675
"psi[88,44]",0.296322033,0.550083261,0.951800342
"psi[88,45]",0.006030158,0.083531704,0.570276544
"psi[88,46]",0.334922055,0.676302966,0.98675754
"psi[88,47]",0.027855504,0.261577649,0.735051086
"psi[88,48]",0.057283008,0.294319419,0.672908317
"psi[88,49]",0.034217493,0.175796945,0.530476267
"psi[88,5]",0.31836758,0.999143617,1
"psi[88,50]",0.273637048,0.675387185,0.98516407
"psi[88,6]",0.231456988,0.51712665,0.82719745
"psi[88,7]",0.389405467,0.602535711,0.956387163
"psi[88,8]",0.125524821,0.356671813,0.740243549
"psi[88,9]",0.348373052,0.705048349,0.985421934
"psi[89,1]",0.000776366,0.03706902,0.265925825
"psi[89,10]",0.001488236,0.043647071,0.193732215
"psi[89,11]",0.003387232,0.127328867,0.685109602
"psi[89,12]",0.005256474,0.114762877,0.371444465
"psi[89,13]",0.003667434,0.065122715,0.256214348
"psi[89,14]",0.001451774,0.068638826,0.380369981
"psi[89,15]",0.000931035,0.047150959,0.142953232
"psi[89,16]",0.002618226,0.079606424,0.284902974
"psi[89,17]",0.001432776,0.056229786,0.230553381
"psi[89,18]",0.003889728,0.090922348,0.298196896
"psi[89,19]",0.004035738,0.065962547,0.246800916
"psi[89,2]",0.002989439,0.072160172,0.229861382
"psi[89,20]",0.003138211,0.09566637,0.371669052
"psi[89,21]",0,0.32986064,0.999642911
"psi[89,22]",0.000701113,0.055240616,0.29884857
"psi[89,23]",0.002674526,0.082748247,0.318784239
"psi[89,24]",0.000486473,0.044454587,0.210625419
"psi[89,25]",0.001299964,0.04523875,0.164429724
"psi[89,26]",0.002315817,0.061335891,0.314758187
"psi[89,27]",0,0.064705344,0.888453923
"psi[89,28]",0.002975534,0.071518975,0.233571964
"psi[89,29]",0.010727124,0.151684753,0.568402141
"psi[89,3]",0.003459573,0.078555977,0.286630015
"psi[89,30]",0.004202311,0.110403718,0.412514614
"psi[89,31]",0,0.006708758,0.127377683
"psi[89,32]",0.000121201,0.030813248,0.22899667
"psi[89,33]",0,0.013861917,0.163733074
"psi[89,34]",0.000118418,0.088111557,0.964678259
"psi[89,35]",0,0.009530966,0.200678173
"psi[89,36]",0,0.011302022,0.271578102
"psi[89,37]",0.000348453,0.026658749,0.183485843
"psi[89,38]",0,0.033827026,0.294862895
